SequenceName	ClusterNumber
KEXV01006947|Brazil|MinasGerais|2014-01-15	-1
EU553122|Romania|2005-01-15	381
KEXV01045332|Brazil|SaoPaulo|2017-01-15	-1
JQ082989|Romania|2003-01-15	-1
KEXV01044508|Brazil|SaoPaulo|2016-01-15	-1
MN236344|Brazil|SaoPaulo|2014-01-15	-1
KEXV01043009|Brazil|SaoPaulo|2016-01-15	-1
KEXV01038164|Brazil|Parana|2017-01-15	-1
KEXV01016258|Brazil|SaoPaulo|2015-01-15	-1
KEXV01039908|Brazil|RioGrandeDoNorte|2016-01-15	-1
KEXV01008727|Brazil|RioDeJaneiro|2015-01-15	-1
MN236853|Brazil|SaoPaulo|2015-01-15	142
KJ194801|Romania|2011-01-15	-1
KEXV01033428|Brazil|DistritoFederal|2017-01-15	-1
KEXV01034703|Brazil|MinasGerais|2016-01-15	-1
KEXV01031991|Brazil|Amapa|2017-01-15	-1
KEXV01004953|Brazil|Bahia|2015-01-15	-1
KEXV01034210|Brazil|Maranhao|2016-01-15	263
EU553218|Romania|2006-01-15	227
KEXV01037718|Brazil|Parana|2016-01-15	-1
AY643211|Brazil|SaoPaulo|2002-01-15	-1
HV0444|Brazil|Bahia|2015-09-18	8
KEXV01035688|Brazil|MatoGrossoDoSul|2017-01-15	-1
EU553138|Romania|2005-01-15	-1
KEXV01032571|Brazil|Bahia|2017-01-15	-1
JN010234|Spain|2010-01-15	-1
KEXV01037320|Brazil|Pernambuco|2017-01-15	-1
KEXV01033743|Brazil|EspiritoSanto|2017-01-15	-1
KEXV01045353|Brazil|SaoPaulo|2017-01-15	-1
FJ591756|Brazil|RioDeJaneiro|2006-01-15	-1
KEXV01032001|Brazil|Amapa|2017-01-15	10
KEXV01037153|Brazil|Pernambuco|2017-01-15	-1
EU553011|Romania|2003-01-15	-1
KT355944|Brazil|Pernambuco|Recife|2009-01-15	25
KP115457|Brazil|SaoPaulo|2012-01-15	-1
KEXV01002437|Brazil|DistritoFederal|2015-01-15	-1
MN236874|Brazil|SaoPaulo|2015-01-15	288
KEXV01035387|Brazil|MinasGerais|2017-01-15	-1
KEXV01007398|Brazil|MinasGerais|2015-01-15	-1
MK177752|Spain|2016-01-15	329
KEXV01037720|Brazil|Parana|2016-01-15	-1
KEXV01034691|Brazil|MinasGerais|2016-01-15	-1
KEXV01045169|Brazil|SaoPaulo|2017-01-15	-1
KEXV01041634|Brazil|RioGrandeDoSul|2017-01-15	-1
AY877216|Brazil|SaoPaulo|2002-01-15	-1
KEXV01037078|Brazil|Pernambuco|2017-01-15	-1
HM533996|Brazil|SaoPaulo|2008-01-15	-1
KEXV01043325|Brazil|SaoPaulo|2016-01-15	-1
KEXV01036436|Brazil|Para|2017-01-15	-1
KEXV01015480|Brazil|SaoPaulo|2015-01-15	-1
KEXV01041699|Brazil|RioGrandeDoSul|2017-01-15	37
JQ280916|Romania|2008-01-15	-1
KP115525|Brazil|SaoPaulo|2013-01-15	-1
MG942455|UnitedStates|2012-01-15	231
KEXV01036969|Brazil|Pernambuco|2016-01-15	-1
KEXV01034721|Brazil|MinasGerais|2016-01-15	-1
EU553107|Romania|2004-01-15	-1
KEXV01040083|Brazil|Roraima|2016-01-15	65
EU553027|Romania|2003-01-15	253
MN237417|Brazil|SaoPaulo|2015-01-15	-1
KEXV01039298|Brazil|RioDeJaneiro|2017-01-15	-1
HQ638751|Brazil|MatoGrosso|Cuiaba|2009-01-15	-1
KEXV01011417|Brazil|SaoPaulo|2014-01-15	33
KJ194752|Romania|2012-01-15	272
KEXV01037168|Brazil|Pernambuco|2017-01-15	-1
KEXV01035179|Brazil|MinasGerais|2017-01-15	-1
AY999427|Brazil|SaoPaulo|SaoPaulo|1998-01-15	-1
KEXV01011926|Brazil|SaoPaulo|2015-01-15	113
MN237534|Brazil|SaoPaulo|2014-01-15	-1
KEXV01032249|Brazil|Bahia|2016-01-15	-1
MH663751|UnitedKingdom|2014-01-15	353
JN114208|Brazil|Goias|Goiania|2010-01-15	206
DQ878175|France|2003-01-15	-1
KEXV01029549|Brazil|Para|2015-01-15	-1
KEXV01029453|Brazil|Amapa|2015-01-15	-1
KJ194673|Romania|2011-01-15	-1
MN133182|Italy|2014-01-15	-1
KJ883105|Spain|2012-01-15	-1
KEXV01046579|Brazil|SaoPaulo|2017-01-15	-1
KEXV01033502|Brazil|DistritoFederal|2017-01-15	-1
KEXV01039040|Brazil|RioDeJaneiro|2017-01-15	-1
KJ194800|Romania|2012-01-15	348
KEXV01033027|Brazil|Ceara|2016-01-15	-1
KEXV01043567|Brazil|SaoPaulo|2016-01-15	-1
KEXV01043898|Brazil|SaoPaulo|2016-01-15	-1
KEXV01008337|Brazil|RioDeJaneiro|2014-01-15	-1
KJ194768|Romania|2012-01-15	-1
EF393856|Brazil|RioGrandeDoSul|2005-01-15	-1
KEXV01045375|Brazil|SaoPaulo|2017-01-15	-1
JQ083072|Romania|2008-01-15	224
AY643247|Brazil|SaoPaulo|2003-01-15	125
JQ280896|Romania|2006-01-15	-1
KJ194689|Romania|2011-01-15	-1
KEXV01046102|Brazil|SaoPaulo|2017-01-15	-1
KEXV01036730|Brazil|Pernambuco|2016-01-15	-1
FJ784197|Brazil|Goias|Goiania|2003-01-15	-1
KEXV01043016|Brazil|SaoPaulo|2016-01-15	-1
KEXV01043347|Brazil|SaoPaulo|2016-01-15	-1
KF157434|Serbia|2007-01-15	-1
KEXV01032363|Brazil|Bahia|2016-01-15	-1
EU312668|Honduras|2003-01-15	-1
KEXV01035181|Brazil|MinasGerais|2017-01-15	-1
KT276260|Spain|2014-01-15	-1
KEXV01038495|Brazil|RioDeJaneiro|2016-01-15	-1
JQ083040|Romania|2007-01-15	-1
EU553181|Romania|2005-01-15	-1
FJ784166|Brazil|Goias|Goiania|2003-01-15	-1
KEXV01034596|Brazil|MinasGerais|2016-01-15	-1
KM851076|Brazil|Parana|2012-01-15	41
KEXV01004994|Brazil|Bahia|2015-01-15	-1
OL982320|Spain|2016-01-15	-1
KEXV01045396|Brazil|SaoPaulo|2017-01-15	-1
JX299652|Romania|2007-01-15	-1
KX894220|Cameroon|2014-01-15	-1
FJ784217|Brazil|Goias|Goiania|2003-01-15	-1
KEXV01039066|Brazil|RioDeJaneiro|2017-01-15	-1
EU553182|Romania|2005-01-15	343
MN236077|Brazil|SaoPaulo|2014-01-15	-1
EU032008|Romania|2006-01-15	351
MN236991|Brazil|SaoPaulo|2015-01-15	-1
KEXV01046785|Brazil|SaoPaulo|2017-01-15	-1
KX887923|Brazil|Pernambuco|2015-01-15	-1
MK177773|Spain|2015-01-15	-1
KT982441|Spain|2010-01-15	-1
KX887699|Brazil|Para|2015-01-15	167
KEXV01007464|Brazil|MinasGerais|2015-01-15	-1
MF545231|Brazil|MatoGrossoDoSul|2011-01-15	-1
EF517487|Bulgaria|2006-01-15	-1
JN010604|Brazil|RioGrandeDoSul|RioGrande|2005-01-15	136
MN236041|Brazil|SaoPaulo|2014-01-15	-1
KT284441|Turkey|2015-01-15	-1
KEXV01043699|Brazil|SaoPaulo|2016-01-15	-1
KJ883092|Spain|2011-01-15	-1
KEXV01037436|Brazil|Pernambuco|2017-01-15	-1
JQ083056|Romania|2007-01-15	226
EU553197|Romania|2005-01-15	324
KEXV01014699|Brazil|SaoPaulo|2014-01-15	-1
KT951048|Brazil|Bahia|VerificarCidade|2012-01-15	103
KEXV01044757|Brazil|SaoPaulo|2016-01-15	-1
KEXV01043663|Brazil|SaoPaulo|2016-01-15	-1
KEXV01043994|Brazil|SaoPaulo|2016-01-15	-1
KEXV01012245|Brazil|Paraiba|2015-01-15	-1
KEXV01004974|Brazil|Bahia|2015-01-15	-1
KEXV01034112|Brazil|Goias|2017-01-15	-1
EU553198|Romania|2005-01-15	-1
MN236771|Brazil|SaoPaulo|2015-01-15	-1
EU553070|Romania|2003-01-15	369
KEXV01035245|Brazil|MinasGerais|2017-01-15	-1
KEXV01007256|Brazil|MinasGerais|2015-01-15	-1
MN486030|Belgium|2017-01-15	-1
KEXV01041565|Brazil|RioGrandeDoSul|2017-01-15	-1
AY999516|Brazil|SaoPaulo|SaoPaulo|1998-01-15	-1
KEXV01043148|Brazil|SaoPaulo|2016-01-15	-1
KEXV01039406|Brazil|RioDeJaneiro|2017-01-15	-1
KEXV01038786|Brazil|RioDeJaneiro|2016-01-15	-1
KEXV01044611|Brazil|SaoPaulo|2016-01-15	-1
KEXV01046770|Brazil|SaoPaulo|2017-01-15	-1
KEXV01011933|Brazil|SaoPaulo|2015-01-15	-1
KX887782|Brazil|Alagoas|2015-01-15	-1
AY643233|Brazil|SaoPaulo|2003-01-15	-1
KT203240|Brazil|Parana|Curitiba|2015-01-15	36
KEXV01030956|Brazil|Parana|2015-01-15	-1
KJ883136|Spain|2013-01-15	241
KEXV01035471|Brazil|MinasGerais|2017-01-15	59
KEXV01007482|Brazil|MinasGerais|2015-01-15	-1
EU189714|Brazil|SaoPaulo|2005-01-15	-1
GU214088|Brazil|Tocantins|Palmas|2008-01-15	-1
KX838631|Brazil|SaoPaulo|2014-01-15	-1
KY581427|Brazil|Bahia|2014-01-15	-1
MK064385|Germany|2015-01-15	271
HV0354|Brazil|Bahia|2015-07-07	-1
KEXV01007265|Brazil|MinasGerais|2015-01-15	139
KEXV01039095|Brazil|RioDeJaneiro|2017-01-15	-1
KEXV01038263|Brazil|RioDeJaneiro|2016-01-15	-1
KEXV01004823|Brazil|Bahia|2015-01-15	-1
KEXV01008553|Brazil|RioDeJaneiro|2015-01-15	-1
KP115479|Brazil|SaoPaulo|2013-01-15	-1
GQ398907|Italy|2005-01-15	-1
KEXV01016161|Brazil|SaoPaulo|2015-01-15	-1
KEXV01035480|Brazil|MinasGerais|2017-01-15	-1
KEXV01035021|Brazil|MinasGerais|2017-01-15	-1
KJ194816|Romania|2013-01-15	-1
KF853718|Angola|2009-01-15	-1
KJ194736|Romania|2012-01-15	-1
KEXV01036756|Brazil|Pernambuco|2016-01-15	-1
JN937039|Angola|2008-01-15	-1
EU553261|Romania|2007-01-15	-1
JX460497|UnitedStates|2010-01-15	38
MT741465|FrenchGuiana|2016-01-15	-1
MF545198|Brazil|MatoGrossoDoSul|2011-01-15	-1
KEXV01040647|Brazil|RioGrandeDoSul|2016-01-15	-1
KEXV01034678|Brazil|MinasGerais|2016-01-15	-1
OL982316|Spain|2012-01-15	-1
KEXV01037280|Brazil|Pernambuco|2017-01-15	-1
HM191566|Romania|2003-01-15	312
GQ862327|Brazil|MinasGerais|BeloHorizonte|2007-01-15	-1
KEXV01044448|Brazil|SaoPaulo|2016-01-15	294
MN237378|Brazil|SaoPaulo|2014-01-15	205
HM191567|Romania|2003-01-15	-1
MK177689|Spain|2015-01-15	-1
KY640117|Brazil|SaoPaulo|2015-01-15	111
KEXV01036407|Brazil|Para|2017-01-15	-1
MN236194|Brazil|SaoPaulo|2014-01-15	-1
EU189729|Brazil|SaoPaulo|2006-01-15	-1
KEXV01037212|Brazil|Pernambuco|2017-01-15	-1
KEXV01035554|Brazil|MatoGrossoDoSul|2016-01-15	-1
EF393979|Brazil|SantaCatarina|2006-01-15	-1
GQ400186|Austria|2004-01-15	146
KEXV01037370|Brazil|Pernambuco|2017-01-15	-1
MT570478|UnitedKingdom|2015-01-15	307
KJ194705|Romania|2011-01-15	-1
MT788132|Italy|2016-01-15	292
KEXV01043154|Brazil|SaoPaulo|2016-01-15	-1
KEXV01038554|Brazil|RioDeJaneiro|2016-01-15	-1
KEXV01032157|Brazil|Bahia|2016-01-15	-1
OK648372|Peru|2015-01-15	-1
MH673059|Brazil|Amazonas|2014-01-15	68
EU552958|Romania|2003-01-15	323
KEXV01034959|Brazil|MinasGerais|2016-01-15	-1
HV0116|Brazil|Bahia|2014-12-10	8
KEXV01038292|Brazil|RioDeJaneiro|2016-01-15	-1
KEXV01037302|Brazil|Pernambuco|2017-01-15	-1
KEXV01011314|Brazil|Piaui|2014-01-15	308
GQ400234|Austria|2004-01-15	146
EU553245|Romania|2006-01-15	-1
JN195937|Brazil|SaoPaulo|SaoPaulo|2007-01-15	317
JQ083024|Romania|2007-01-15	-1
KJ883126|Spain|2012-01-15	-1
EU553165|Romania|2005-01-15	-1
MW545416|BR|2018-01-15	-1
EF042688|Brazil|RioDeJaneiro|Saquarema|2006-01-15	-1
KEXV01036586|Brazil|Paraiba|2017-01-15	-1
KEXV01031071|Brazil|SantaCatarina|2015-01-15	-1
KEXV01008212|Brazil|RioDeJaneiro|2014-01-15	-1
KEXV01011467|Brazil|SaoPaulo|2014-01-15	-1
EU553166|Romania|2005-01-15	-1
JN114142|Brazil|Goias|Goiania|2009-01-15	-1
KEXV01011645|Brazil|SaoPaulo|2015-01-15	11
KEXV01045926|Brazil|SaoPaulo|2017-01-15	-1
EU553086|Romania|2004-01-15	-1
KEXV01011976|Brazil|SaoPaulo|2015-01-15	72
ON989311|CY|2018-01-15	-1
KEXV01032442|Brazil|Bahia|2016-01-15	-1
DQ899684|Brazil|RioDeJaneiro|2003-01-15	-1
JN937111|Angola|2010-01-15	-1
KEXV01007331|Brazil|MinasGerais|2015-01-15	-1
KEXV01046372|Brazil|SaoPaulo|2017-01-15	45
KEXV01011866|Brazil|SaoPaulo|2015-01-15	132
KEXV01032746|Brazil|Bahia|2017-01-15	-1
EU189721|Brazil|SaoPaulo|2005-01-15	-1
MN237384|Brazil|SaoPaulo|2014-01-15	49
HM025168|Brazil|SaoPaulo|2006-01-15	-1
KEXV01012295|Brazil|RioGrandeDoNorte|2014-01-15	-1
HV0357|Brazil|Bahia|2015-07-08	-1
KJ636022|Cyprus|2012-01-15	259
MH682079|Italy|2015-01-15	-1
KEXV01007603|Brazil|MinasGerais|2015-01-15	-1
EU553054|Romania|2003-01-15	-1
KEXV01015889|Brazil|SaoPaulo|2015-01-15	88
KEXV01034961|Brazil|MinasGerais|2016-01-15	-1
KEXV01032062|Brazil|Bahia|2016-01-15	-1
KEXV01034502|Brazil|MinasGerais|2016-01-15	-1
MN237047|Brazil|SaoPaulo|2015-01-15	112
KEXV01036050|Brazil|Para|2016-01-15	-1
KEXV01011630|Brazil|SaoPaulo|2015-01-15	3
EU258067|Brazil|SaoPaulo|2003-01-15	-1
KEXV01044234|Brazil|SaoPaulo|2016-01-15	-1
KEXV01036780|Brazil|Pernambuco|2016-01-15	-1
KJ194780|Romania|2012-01-15	-1
KEXV01044565|Brazil|SaoPaulo|2016-01-15	-1
KY386715|Portugal|2013-01-15	-1
KJ194704|Romania|2012-01-15	-1
KEXV01015234|Brazil|SaoPaulo|2014-01-15	301
MN237342|Brazil|SaoPaulo|2015-01-15	246
KEXV01007612|Brazil|MinasGerais|2015-01-15	-1
MF403319|Spain|2013-01-15	-1
MN014564|Spain|2015-01-15	-1
KY639892|Brazil|SaoPaulo|2014-01-15	115
KEXV01040834|Brazil|RioGrandeDoSul|2016-01-15	-1
KEXV01037238|Brazil|Pernambuco|2017-01-15	-1
KEXV01042868|Brazil|SaoPaulo|2015-01-15	-1
KEXV01015633|Brazil|SaoPaulo|2015-01-15	-1
KEXV01031442|Brazil|Alagoas|2017-01-15	129
KEXV01037396|Brazil|Pernambuco|2017-01-15	-1
KEXV01012387|Brazil|RioGrandeDoSul|2015-01-15	-1
EU189736|Brazil|SaoPaulo|2006-01-15	-1
KEXV01038923|Brazil|RioDeJaneiro|2016-01-15	-1
KJ194796|Romania|2012-01-15	-1
JQ083023|Romania|2008-01-15	258
KEXV01038396|Brazil|RioDeJaneiro|2016-01-15	-1
KEXV01034520|Brazil|MinasGerais|2016-01-15	-1
MN236091|Brazil|SaoPaulo|2014-01-15	-1
KEXV01007469|Brazil|MinasGerais|2015-01-15	-1
KEXV01032651|Brazil|Bahia|2017-01-15	-1
KEXV01043087|Brazil|SaoPaulo|2016-01-15	-1
KEXV01037328|Brazil|Pernambuco|2017-01-15	-1
KY514085|Spain|2014-01-15	-1
KEXV01045417|Brazil|SaoPaulo|2017-01-15	-1
FJ591764|Brazil|RioDeJaneiro|2006-01-15	-1
MF545227|Brazil|MatoGrossoDoSul|2011-01-15	55
HV0092|Brazil|Bahia|2014-11-20	4
KT950997|Brazil|Bahia|VerificarCidade|2012-01-15	-1
KT737328|Brazil|Amapa|2014-01-15	-1
FJ591655|Brazil|RioDeJaneiro|2005-01-15	-1
MN237357|Brazil|SaoPaulo|2016-01-15	-1
KEXV01042112|Brazil|SantaCatarina|2016-01-15	-1
KEXV01035467|Brazil|MinasGerais|2017-01-15	-1
KEXV01002602|Brazil|Goias|2015-01-15	-1
JQ280925|Romania|2003-01-15	311
KEXV01037418|Brazil|Pernambuco|2017-01-15	-1
EU553213|Romania|2006-01-15	-1
KEXV01040015|Brazil|RioGrandeDoNorte|2017-01-15	-1
KEXV01037494|Brazil|Piaui|2016-01-15	-1
EU553133|Romania|2005-01-15	376
JN010245|Spain|2010-01-15	-1
KEXV01015544|Brazil|SaoPaulo|2015-01-15	-1
AF204049|Romania|1997-01-15	-1
KP231403|Romania|2010-01-15	-1
MT741451|FrenchGuiana|2005-01-15	-1
KEXV01045602|Brazil|SaoPaulo|2017-01-15	-1
KEXV01039355|Brazil|RioDeJaneiro|2017-01-15	-1
KEXV01034801|Brazil|MinasGerais|2016-01-15	188
KP115560|Brazil|SaoPaulo|2014-01-15	-1
EU552941|Romania|2005-01-15	-1
KX159023|Romania|2014-01-15	-1
KEXV01031469|Brazil|Alagoas|2017-01-15	-1
KT203236|Brazil|Parana|Curitiba|2015-01-15	36
JN195976|Brazil|SaoPaulo|SaoPaulo|2009-01-15	-1
KEXV01036430|Brazil|Para|2017-01-15	97
EU553229|Romania|2006-01-15	189
KEXV01039045|Brazil|RioDeJaneiro|2017-01-15	-1
EU553149|Romania|2005-01-15	-1
HM025353|Brazil|SaoPaulo|2007-01-15	-1
KEXV01004998|Brazil|Bahia|2015-01-15	-1
KEXV01042744|Brazil|Sergipe|2016-01-15	-1
JQ280911|Romania|2008-01-15	-1
KEXV01038690|Brazil|RioDeJaneiro|2016-01-15	-1
KEXV01033586|Brazil|EspiritoSanto|2016-01-15	-1
MK543538|Angola|2018-01-15	-1
KEXV01007254|Brazil|MinasGerais|2015-01-15	-1
EU553102|Romania|2004-01-15	349
KEXV01039980|Brazil|RioGrandeDoNorte|2017-01-15	-1
KEXV01035485|Brazil|MinasGerais|2017-01-15	-1
EU553022|Romania|2003-01-15	-1
KEXV01045218|Brazil|SaoPaulo|2017-01-15	-1
KEXV01036560|Brazil|Paraiba|2016-01-15	-1
KEXV01029754|Brazil|Pernambuco|2015-01-15	-1
FJ405136|Brazil|SaoPaulo|2004-01-15	-1
KEXV01036618|Brazil|Paraiba|2017-01-15	-1
KX159039|Romania|2014-01-15	336
MN237158|Brazil|SaoPaulo|2016-01-15	-1
KR066257|Brazil|RioGrandeDoSul|Lajeado|2013-01-15	-1
KEXV01035569|Brazil|MatoGrossoDoSul|2016-01-15	-1
KEXV01041677|Brazil|RioGrandeDoSul|2017-01-15	-1
KEXV01040863|Brazil|RioGrandeDoSul|2016-01-15	-1
KEXV01032216|Brazil|Bahia|2016-01-15	-1
MN236703|Brazil|SaoPaulo|2015-01-15	-1
KJ883116|Spain|2012-01-15	250
FJ771010|Brazil|SaoPaulo|2007-01-15	-1
AY999453|Brazil|SaoPaulo|SaoPaulo|1998-01-15	-1
KT951024|Brazil|Bahia|VerificarCidade|2012-01-15	-1
KEXV01036896|Brazil|Pernambuco|2016-01-15	-1
EU553038|Romania|2003-01-15	363
KEXV01039384|Brazil|RioDeJaneiro|2017-01-15	-1
KEXV01037262|Brazil|Pernambuco|2017-01-15	-1
KEXV01032045|Brazil|Bahia|2016-01-15	-1
KF853650|Angola|2009-01-15	-1
KT951004|Brazil|Bahia|VerificarCidade|2012-01-15	-1
KY640041|Brazil|SaoPaulo|2015-01-15	-1
KEXV01044298|Brazil|SaoPaulo|2016-01-15	-1
KX159007|Romania|2013-01-15	-1
KEXV01029769|Brazil|Pernambuco|2015-01-15	-1
KEXV01015298|Brazil|SaoPaulo|2014-01-15	-1
KF853660|Angola|2009-01-15	-1
AY999388|Brazil|SaoPaulo|SaoPaulo|1998-01-15	-1
KY639906|Brazil|SaoPaulo|2014-01-15	-1
KEXV01036828|Brazil|Pernambuco|2016-01-15	-1
JQ280891|Romania|2006-01-15	-1
KEXV01044188|Brazil|SaoPaulo|2016-01-15	-1
KEXV01015188|Brazil|SaoPaulo|2014-01-15	-1
AY643208|Brazil|SaoPaulo|2002-01-15	-1
KEXV01015366|Brazil|SaoPaulo|2015-01-15	-1
MN237069|Brazil|SaoPaulo|2016-01-15	136
KEXV01012204|Brazil|Paraiba|2014-01-15	-1
KEXV01007544|Brazil|MinasGerais|2015-01-15	-1
KJ636021|Cyprus|2012-01-15	259
KEXV01009042|Brazil|RioDeJaneiro|2015-01-15	-1
KJ395663|CapeVerde|2011-01-15	-1
KJ194779|Romania|2012-01-15	-1
MN236105|Brazil|SaoPaulo|2014-01-15	-1
KEXV01006959|Brazil|MinasGerais|2014-01-15	-1
KEXV01007327|Brazil|MinasGerais|2015-01-15	-1
KEXV01036918|Brazil|Pernambuco|2016-01-15	-1
JN196009|Brazil|SaoPaulo|SaoPaulo|2010-01-15	-1
KEXV01042019|Brazil|SantaCatarina|2016-01-15	-1
KEXV01011695|Brazil|SaoPaulo|2015-01-15	-1
KEXV01037922|Brazil|Parana|2016-01-15	-1
KEXV01037117|Brazil|Pernambuco|2017-01-15	-1
KEXV01042964|Brazil|SaoPaulo|2016-01-15	-1
EU552985|Romania|2003-01-15	-1
MN237391|Brazil|SaoPaulo|2015-01-15	40
EU032003|Romania|2006-01-15	351
KEXV01007195|Brazil|MinasGerais|2014-01-15	-1
MT741469|FrenchGuiana|2016-01-15	184
MN236835|Brazil|SaoPaulo|2015-01-15	113
KEXV01035325|Brazil|MinasGerais|2017-01-15	-1
KEXV01034957|Brazil|MinasGerais|2016-01-15	195
MN014554|Spain|2015-01-15	354
MH073697|Germany|2013-01-15	61
KEXV01034694|Brazil|MinasGerais|2016-01-15	-1
AF252092|Italy|Milan|1997-01-15	-1
KT737349|Brazil|Amapa|2014-01-15	152
KEXV01042750|Brazil|Sergipe|2016-01-15	-1
JQ083004|Romania|2004-01-15	-1
KP231386|Romania|2013-01-15	-1
KEXV01015173|Brazil|SaoPaulo|2014-01-15	-1
MN236725|Brazil|SaoPaulo|2015-01-15	-1
JQ083051|Romania|2007-01-15	-1
KEXV01015682|Brazil|SaoPaulo|2015-01-15	-1
KEXV01033321|Brazil|DistritoFederal|2016-01-15	71
KEXV01036339|Brazil|Para|2017-01-15	-1
MK177766|Spain|2018-01-15	329
HQ994101|Nigeria|2007-01-15	-1
KEXV01045997|Brazil|SaoPaulo|2017-01-15	-1
EU553193|Romania|2005-01-15	359
KX888207|Brazil|MatoGrossoDoSul|2015-01-15	-1
KEXV01034966|Brazil|MinasGerais|2016-01-15	-1
KEXV01036624|Brazil|Paraiba|2017-01-15	-1
KEXV01033680|Brazil|EspiritoSanto|2017-01-15	-1
EU553117|Romania|2005-01-15	374
KEXV01015572|Brazil|SaoPaulo|2015-01-15	-1
KEXV01046724|Brazil|SaoPaulo|2017-01-15	-1
KEXV01009120|Brazil|RioDeJaneiro|2015-01-15	-1
KP115439|Brazil|SaoPaulo|2012-01-15	-1
KEXV01041320|Brazil|RioGrandeDoSul|2017-01-15	-1
KEXV01033731|Brazil|EspiritoSanto|2017-01-15	-1
KX357281|Brazil|RioDeJaneiro|NovaIguacu|2013-01-15	20
KEXV01015284|Brazil|SaoPaulo|2014-01-15	-1
KEXV01016225|Brazil|SaoPaulo|2015-01-15	133
MN236820|Brazil|SaoPaulo|2015-01-15	144
JQ083067|Romania|2007-01-15	-1
KEXV01012055|Brazil|MatoGrossoDoSul|2014-01-15	-1
AY643214|Brazil|SaoPaulo|2002-01-15	-1
JN114166|Brazil|Goias|Goiania|2009-01-15	-1
KEXV01037455|Brazil|Pernambuco|2017-01-15	-1
KEXV01006986|Brazil|MinasGerais|2014-01-15	-1
KEXV01033700|Brazil|EspiritoSanto|2017-01-15	-1
KEXV01029710|Brazil|Pernambuco|2015-01-15	-1
MN236710|Brazil|SaoPaulo|2015-01-15	218
KEXV01040308|Brazil|RioGrandeDoSul|2016-01-15	-1
KEXV01036424|Brazil|Para|2017-01-15	-1
KEXV01038608|Brazil|RioDeJaneiro|2016-01-15	-1
KEXV01042729|Brazil|SantaCatarina|2017-01-15	-1
JN010235|Spain|2010-01-15	-1
EU553006|Romania|2003-01-15	-1
KEXV01042402|Brazil|SantaCatarina|2017-01-15	-1
KEXV01037062|Brazil|Pernambuco|2016-01-15	-1
KJ194811|Romania|2013-01-15	-1
KEXV01036169|Brazil|Para|2016-01-15	-1
KJ635943|Cyprus|2010-01-15	-1
KR066226|Brazil|SantaCatarina|Joinville|2013-01-15	-1
KEXV01038562|Brazil|RioDeJaneiro|2016-01-15	-1
KEXV01042258|Brazil|SantaCatarina|2016-01-15	-1
KT355942|Brazil|Pernambuco|Recife|2009-01-15	-1
MT741470|FrenchGuiana|2016-01-15	-1
MN237150|Brazil|SaoPaulo|2016-01-15	151
KEXV01031180|Brazil|SantaCatarina|2015-01-15	-1
KEXV01041766|Brazil|RioGrandeDoSul|2017-01-15	37
KEXV01045100|Brazil|SaoPaulo|2017-01-15	-1
EU340743|Brazil|Parana|Curitiba|2006-01-15	-1
KEXV01045762|Brazil|SaoPaulo|2017-01-15	-1
KEXV01042309|Brazil|SantaCatarina|2016-01-15	-1
KEXV01016100|Brazil|SaoPaulo|2015-01-15	-1
KEXV01045688|Brazil|SaoPaulo|2017-01-15	-1
KEXV01036850|Brazil|Pernambuco|2016-01-15	-1
KJ194827|Romania|2013-01-15	-1
KEXV01043439|Brazil|SaoPaulo|2016-01-15	-1
KJ194747|Romania|2012-01-15	-1
MN236547|Brazil|SaoPaulo|2015-01-15	158
MN971880|Brazil|Maranhao|2016-01-15	263
KEXV01029723|Brazil|Pernambuco|2015-01-15	-1
KEXV01036775|Brazil|Pernambuco|2016-01-15	-1
KJ194700|Romania|2011-01-15	-1
HM191577|Romania|2003-01-15	-1
MZ422662|FR|2019-01-15	-1
AY771418|Brazil|SaoPaulo|SaoPaulo|1999-01-15	-1
KX357259|Brazil|RioDeJaneiro|NovaIguacu|2013-01-15	-1
KEXV01015290|Brazil|SaoPaulo|2014-01-15	-1
KEXV01008220|Brazil|RioDeJaneiro|2014-01-15	-1
FJ591523|Brazil|Parana|2006-01-15	-1
AJ971100|Slovenia|2002-01-15	-1
KEXV01034543|Brazil|MinasGerais|2016-01-15	-1
EU552953|Romania|2003-01-15	-1
KEXV01044718|Brazil|SaoPaulo|2016-01-15	-1
KEXV01037909|Brazil|Parana|2016-01-15	-1
HQ585028|Brazil|SaoPaulo|2003-01-15	276
KJ883106|Spain|2012-01-15	-1
KEXV01034024|Brazil|Goias|2017-01-15	-1
KEXV01036707|Brazil|Pernambuco|2016-01-15	262
KEXV01036630|Brazil|Paraiba|2017-01-15	-1
KEXV01007411|Brazil|MinasGerais|2015-01-15	-1
EU553240|Romania|2006-01-15	-1
EU553160|Romania|2005-01-15	-1
KEXV01041826|Brazil|RioGrandeDoSul|2017-01-15	-1
EU293509|Brazil|SaoPaulo|Santos|2006-01-15	214
KEXV01035248|Brazil|MinasGerais|2017-01-15	-1
KJ194716|Romania|2011-01-15	-1
KEXV01036698|Brazil|Pernambuco|2016-01-15	-1
KEXV01043755|Brazil|SaoPaulo|2016-01-15	-1
KX887968|Brazil|Pernambuco|2015-01-15	274
EU553161|Romania|2005-01-15	-1
EU552969|Romania|2003-01-15	-1
MN236863|Brazil|SaoPaulo|2015-01-15	183
EU553081|Romania|2004-01-15	345
KEXV01045563|Brazil|SaoPaulo|2017-01-15	-1
