** Cluster Picker Results **
Cluster Picker v 1.2.5
Input sequences =	\\wsl.localhost\Ubuntu-20.04\home\gabalves\ClusterPicker\Corrigido\ALRT90\alnedited_subtypeF1.fasta
Input tree =	\\wsl.localhost\Ubuntu-20.04\home\gabalves\ClusterPicker\Corrigido\ALRT90\alnedited_subtypeF1.nwk
Initial support threshold=	90.0
Support threshold=	90.0
Genetic distance threshold=	0.03
Large cluster threshold=	2147483647
-------------------------
** Sequences with cluster assignment output with new names
** Tree modified to contain new names
** new names have form: Clust(C)_(SequenceName) where C = cluster number, e.g. Clust25_139320
-------------------------
Output sequences =	\\wsl.localhost\Ubuntu-20.04\home\gabalves\ClusterPicker\Corrigido\ALRT90\alnedited_subtypeF1ta_alnedited_subtypeF1_clusterPicks.fas
Output tree=	\\wsl.localhost\Ubuntu-20.04\home\gabalves\ClusterPicker\Corrigido\ALRT90\alnedited_subtypeF1_clusterPicks.nwk
Output figtree=	\\wsl.localhost\Ubuntu-20.04\home\gabalves\ClusterPicker\Corrigido\ALRT90\alnedited_subtypeF1_clusterPicks.nwk.figTree
-------------------------
There are	4493	sequences
Tree has	4493	tips
Found	381	clusters
ClusterNumber	NumberOfTips	NumberOfTipsCheck	TipNames	Bootstrap	GD
338	2	2	[EU553012|Romania|2003-01-15, EU553039|Romania|2003-01-15]	100.0	0.006862745098039216
339	2	2	[EU552961|Romania|2003-01-15, EU553009|Romania|2003-01-15]	99.6	0.014705882352941176
340	2	2	[EU553071|Romania|2003-01-15, EU553113|Romania|2005-01-15]	99.8	0.01568627450980392
341	2	2	[EU553028|Romania|2003-01-15, EU553159|Romania|2005-01-15]	99.0	0.018627450980392157
342	2	2	[EU553058|Romania|2003-01-15, EU553230|Romania|2006-01-15]	99.5	0.024509803921568627
343	2	2	[EU553182|Romania|2005-01-15, EU553267|Romania|2007-01-15]	98.7	0.024509803921568627
344	3	3	[EU553111|Romania|2004-01-15, EU553153|Romania|2005-01-15, EU553227|Romania|2006-01-15]	99.9	0.01568627450980392
345	2	2	[EU552964|Romania|2003-01-15, EU553081|Romania|2004-01-15]	99.4	0.010784313725490196
346	2	2	[EU553094|Romania|2004-01-15, EU553232|Romania|2006-01-15]	100.0	0.014705882352941176
347	2	2	[EU553217|Romania|2006-01-15, EU553256|Romania|2007-01-15]	99.3	0.00980392156862745
348	3	3	[KJ194739|Romania|2012-01-15, KJ194774|Romania|2012-01-15, KJ194800|Romania|2012-01-15]	91.2	0.00784313725490196
349	2	2	[EU553102|Romania|2004-01-15, EU553177|Romania|2005-01-15]	94.0	0.012745098039215686
350	2	2	[EU553051|Romania|2003-01-15, EU553103|Romania|2004-01-15]	99.5	0.013725490196078431
351	19	19	[EU032002|Romania|2006-01-15, EU032013|Romania|2006-01-15, EU032012|Romania|2006-01-15, EU032003|Romania|2006-01-15, EU032008|Romania|2006-01-15, EU032005|Romania|2006-01-15, EU032004|Romania|2006-01-15, EU032006|Romania|2006-01-15, EU032007|Romania|2006-01-15, EU032015|Romania|2006-01-15, EU032014|Romania|2006-01-15, EU032009|Romania|2006-01-15, EU553244|Romania|2006-01-15, EU032010|Romania|2006-01-15, EU552947|Romania|2003-01-15, EU552983|Romania|2003-01-15, EU553105|Romania|2004-01-15, EU553180|Romania|2005-01-15, EU032011|Romania|2006-01-15]	100.0	0.020588235294117647
352	3	3	[KJ194702|Romania|2012-01-15, KJ194710|Romania|2012-01-15, MN133179|Italy|2014-01-15]	94.6	0.010784313725490196
353	11	11	[KX989624|France|2012-01-15, MF109434|UnitedKingdom|2014-01-15, MT570504|UnitedKingdom|2015-01-15, MF109526|UnitedKingdom|2014-01-15, MT222953|UnitedKingdom|2015-01-15, MH663751|UnitedKingdom|2014-01-15, MT571108|UnitedKingdom|2014-01-15, MT570391|UnitedKingdom|2015-01-15, MT571056|UnitedKingdom|2014-01-15, MT570543|UnitedKingdom|2016-01-15, MT570661|UnitedKingdom|2016-01-15]	98.4	0.028431372549019607
354	2	2	[KU685562|Spain|2014-01-15, MN014554|Spain|2015-01-15]	92.3	0.006862745098039216
355	2	2	[EU553026|Romania|2003-01-15, EU553252|Romania|2006-01-15]	92.5	0.01568627450980392
356	4	4	[EU552948|Romania|2003-01-15, EU553031|Romania|2003-01-15, EU553068|Romania|2003-01-15, EU553091|Romania|2004-01-15]	99.4	0.008823529411764706
357	2	2	[EU553100|Romania|2004-01-15, EU553144|Romania|2005-01-15]	99.9	0.006862745098039216
358	2	2	[KU685577|Spain|2015-01-15, KY989957|Spain|2015-01-15]	98.9	0.0029411764705882353
359	2	2	[EU553162|Romania|2005-01-15, EU553193|Romania|2005-01-15]	97.9	0.00392156862745098
360	2	2	[EU553042|Romania|2003-01-15, EU553125|Romania|2005-01-15]	99.9	0.01568627450980392
361	3	3	[KJ194751|Romania|2012-01-15, KJ194776|Romania|2012-01-15, KJ194818|Romania|2013-01-15]	90.4	0.013725490196078431
362	2	2	[EU552954|Romania|2003-01-15, EU553143|Romania|2005-01-15]	99.9	0.004901960784313725
363	4	4	[EU553038|Romania|2003-01-15, EU553104|Romania|2004-01-15, EU553184|Romania|2005-01-15, EU553259|Romania|2007-01-15]	99.6	0.013725490196078431
364	3	3	[EU553069|Romania|2003-01-15, EU553116|Romania|2005-01-15, EU553257|Romania|2007-01-15]	99.3	0.016666666666666666
365	2	2	[EU553013|Romania|2003-01-15, EU553190|Romania|2005-01-15]	99.2	0.010784313725490196
366	2	2	[KJ194741|Romania|2012-01-15, KJ194823|Romania|2013-01-15]	96.4	0.011764705882352941
367	2	2	[MH471670|Germany|2013-01-15, MT570537|UnitedKingdom|2016-01-15]	97.7	0.006862745098039216
368	3	3	[EU553061|Romania|2003-01-15, EU553092|Romania|2004-01-15, EU553119|Romania|2005-01-15]	99.5	0.014705882352941176
369	2	2	[EU553070|Romania|2003-01-15, EU553075|Romania|2004-01-15]	99.8	0.014705882352941176
370	2	2	[EU553015|Romania|2003-01-15, EU553205|Romania|2006-01-15]	100.0	0.006862745098039216
371	4	4	[EU553109|Romania|2004-01-15, EU553128|Romania|2005-01-15, EU553203|Romania|2006-01-15, EU553223|Romania|2006-01-15]	99.7	0.013725490196078431
372	5	5	[MT788231|IT|2018-01-15, MW489807|IT|2018-01-15, MT788236|IT|2018-01-15, MW489666|IT|2018-01-15, MW489724|IT|2018-01-15]	90.0	0.027450980392156862
373	3	3	[KJ883100|Spain|2011-01-15, KJ883113|Spain|2012-01-15, KJ883131|Spain|2013-01-15]	94.5	0.010784313725490196
374	2	2	[EU552965|Romania|2003-01-15, EU553117|Romania|2005-01-15]	97.2	0.013725490196078431
375	3	3	[EU553095|Romania|2004-01-15, EU553136|Romania|2005-01-15, EU553170|Romania|2005-01-15]	100.0	0.014705882352941176
376	2	2	[EU553133|Romania|2005-01-15, EU553263|Romania|2007-01-15]	100.0	0.016666666666666666
377	2	2	[EU552952|Romania|2003-01-15, EU553067|Romania|2003-01-15]	99.3	0.020588235294117647
378	3	3	[EU553046|Romania|2003-01-15, EU553118|Romania|2005-01-15, EU553233|Romania|2006-01-15]	99.8	0.00980392156862745
379	2	2	[EU552975|Romania|2003-01-15, EU553171|Romania|2005-01-15]	99.8	0.012745098039215686
380	2	2	[EU553059|Romania|2003-01-15, EU553132|Romania|2005-01-15]	100.0	0.00980392156862745
381	2	2	[EU553122|Romania|2005-01-15, EU553173|Romania|2005-01-15]	100.0	0.01764705882352941
-------------------------
